awedva3utdhp05.cloud.tiaa-cref.org,9843ae9d375943c0de0bb026c3990eec,1st-Friday@10pm,cmdb_ci_linux_server,OPERATING,
dendvb3utrva01.cloud.tiaa-cref.org,510d4241db4ce81082d1233c8a9619ef,2nd-Friday@6am,cmdb_ci_win_server,OPERATING,
chapda3utsky08.cloud.tiaa-cref.org,bbe6cc57db560950767adb41ca96190c,2nd-Friday@10pm,cmdb_ci_linux_server,OPERATING,
dendvb1utrly01.cloud.tiaa-cref.org,f4f72958db45e0907e13233c8a96199c,2nd-Friday@10pm,cmdb_ci_linux_server,OPERATING,
chapda3utsky10.cloud.tiaa-cref.org,0bd60857db560950767adb41ca9619e8,2nd-Friday@10pm,cmdb_ci_linux_server,OPERATING,
dendvb3swsdc07.cloud.tiaa-cref.org,2c65f5e43728da404cd15a7643990e49,2nd-Friday@10pm,cmdb_ci_win_server,OPERATING,
dendvb3swsdc08.cloud.tiaa-cref.org,1865f5e43728da404cd15a7643990e48,2nd-Friday@10pm,cmdb_ci_win_server,OPERATING,
chapda3utsky09.cloud.tiaa-cref.org,b2e68c57db560950767adb41ca96199b,3rd-Friday@10pm,cmdb_ci_linux_server,OPERATING,
chapda3utsky11.cloud.tiaa-cref.org,1cd64857db560950767adb41ca9619e6,3rd-Friday@10pm,cmdb_ci_linux_server,OPERATING,
chapda3satfs01.cloud.tiaa-cref.org,c42f14d937b65240a3d1b026c3990eec,3rd-Friday@10pm,cmdb_ci_win_server,OPERATING,
dendvb3swsdc27.cloud.tiaa-cref.org,b6db4a24373e1240b4e76bb2b3990ea6,3rd-Friday@10pm,cmdb_ci_win_server,OPERATING,
dendra3mdedi05.cloud.tiaa-cref.org,a2180911db693410333b75f5b99619e2,2nd-Sunday@5am,cmdb_ci_linux_server,OPERATING,
dendra3utnst01.cloud.tiaa-cref.org,aced0fb1db03ebc098f9233c8a961991,2nd-Sunday@5am,cmdb_ci_linux_server,OPERATING,
denatb3ocapp32.cloud.tiaa-cref.org,7fc03e69dbf940908903e2d2ca9619d9,2nd-Sunday@5am,cmdb_ci_linux_server,OPERATING,
denstb3e3akb06.cloud.tiaa-cref.org,4e046c2edb4b33007e13233c8a96199c,2nd-Sunday@5am,cmdb_ci_linux_server,OPERATING,
dentsb3ocapp21.cloud.tiaa-cref.org,5bc75a9e1bbd4410aa806287bd4bcb63,2nd-Sunday@5am,cmdb_ci_linux_server,OPERATING,
chapda3mdedi06.cloud.tiaa-cref.org,9852669c37100f00c8fd83c743990e65,2nd-Sunday@5am,cmdb_ci_linux_server,OPERATING,
chapdb3utlwf06.cloud.tiaa-cref.org,3307187d1b12d81cff536287bd4bcb8e,2nd-Friday@12am,cmdb_ci_linux_server,OPERATING,
chapdb3utzkf08.cloud.tiaa-cref.org,2e89d8b11b52d81cff536287bd4bcb4b,2nd-Friday@12am,cmdb_ci_linux_server,OPERATING,
chapdb3utzkf07.cloud.tiaa-cref.org,672894311b52d81cff536287bd4bcb16,2nd-Friday@12am,cmdb_ci_linux_server,OPERATING,
chapdb3utlwf05.cloud.tiaa-cref.org,32065cf91b12d81cff536287bd4bcb82,2nd-Friday@12am,cmdb_ci_linux_server,OPERATING,
dendra3utzkf07.cloud.tiaa-cref.org,4da03a5e1b16105cff536287bd4bcbd8,3rd-Friday@12am,cmdb_ci_linux_server,OPERATING,
dendra3utlwf06.cloud.tiaa-cref.org,d182b2d6db5e90108d71e2d2ca9619cb,3rd-Friday@12am,cmdb_ci_linux_server,OPERATING,
dendra3utlwf05.cloud.tiaa-cref.org,59dfe61adbd6d050d8ce75f5b99619d2,3rd-Friday@12am,cmdb_ci_linux_server,OPERATING,
dendra3utzkf08.cloud.tiaa-cref.org,3171ba9e1b16105cff536287bd4bcb3b,3rd-Friday@12am,cmdb_ci_linux_server,OPERATING
chapda3cscha01.cloud.tiaa-cref.org,5fdfcc19db664590767adb41ca961936,1st-Saturday@12am,cmdb_ci_win_server,OPERATING,
chapdc3orgrd01.ops.tiaa-cref.org,f756db39fcc85d003ed505a58eb285f2,Manual,cmdb_ci_linux_server,OPERATING,app,
chapdc2orgrd01.ops.tiaa-cref.org,f756db39fcc85d003ed505a58eb285f2,3rd-Friday@10pm,cmdb_ci_linux_server,OPERATING,app,
chapdb2orgrd01.ops.tiaa-cref.org,f756db39fcc85d003ed505a58eb285f2,3rd-Friday@10pm,cmdb_ci_linux_server,OPERATING,app,
chapdc1orgrd01.ops.tiaa-cref.org,f756db39fcc85d003ed505a58eb285f2,3rd-Friday@10pm,cmdb_ci_linux_server,OPERATING,app,
chapdc3orgrd02.ops.tiaa-cref.org,f756db39fcc85d003ed505a58eb285f2,Manual,cmdb_ci_linux_server,OPERATING,app,
